Time_Seconds,Voltage_mV,Confidence_Score
0.0,-0.46904886732779394,0.5
0.002000918203292494,-0.5941062550335747,0.5
0.004001836406584988,-0.6807159573286405,0.5
0.006002754609877482,-0.6807159573286405,0.5
0.008003672813169976,-0.45002984486435027,0.5
0.01000459101646247,-0.07485768174700747,0.5
0.012005509219754964,-0.041100965076815044,0.5
0.014006427423047457,-0.05448801608831433,0.5
0.01600734562633995,-0.12952244871178298,0.5
0.018008263829632446,-0.16424825772657492,0.5
0.02000918203292494,-0.16424825772657492,0.5
0.022010100236217432,-0.16424825772657492,0.5
0.024011018439509927,-0.15283684424850863,0.5
0.026011936642802422,-0.07780241162504042,0.5
0.028012854846094913,-0.1122420575018439,0.36425214265966266
0.030013773049387408,-0.27544194845788805,0.06884158142106694
0.0320146912526799,-0.34718346898375163,0.0
0.034015609455972394,-0.3985060206926896,0.021979541056124027
0.03601652765926489,-0.5415143542587377,0.31739010229472026
0.038017445862557384,-0.6413764260645629,0.5
0.04001836406584988,-0.6713901991139504,0.5
0.04201928226914237,-0.6807159573286405,0.5
0.044020200472434864,-0.6807159573286405,0.5
0.04602111867572736,-0.737998738454313,0.20555709151230211
0.048022036879019854,-0.7072551881398574,0.08985346972629268
0.050022955082312345,-0.4747038109547872,0.3852640309648879
0.052023873285604844,-0.6962483641702537,0.31932540779651586
0.054024791488897335,-1.2061629420471143,0.023914846557920644
0.056025709692189826,-1.560355462080238,0.2714957146806746
0.058026627895482324,-1.8826315673159761,0.5
0.060027546098774816,-2.142750933744,0.5
0.062028464302067314,-2.263985790534974,0.5
0.0640293825053598,-2.263985790534974,0.5
0.0660303007086523,-1.9080486291781913,0.25145147912634613
0.06803121891194479,-1.6012295485485009,0.043959082112248055
0.07003213711523729,-1.95924626635164,0.3393696433508443
0.07203305531852978,-1.8268191564589722,0.36521979541055943
0.07403397352182227,-1.1098836078150112,0.06980923417196522
0.07603489172511477,-0.318999192688727,0.22560132706663102
0.07803580992840727,0.4368862778758298,0.5
0.08003672813169976,0.4368862778758298,0.5
0.08203764633499225,0.49369756097586404,0.5
0.08403856453828475,0.6437664262228013,0.5
0.08603948274157724,-0.3763460554361471,0.5
0.08804040094486973,-1.9320599584960538,0.5
0.09004131914816223,-0.5706631153447783,0.5
0.09204223735145473,0.11158725846384865,0.5
0.09404315555474721,-0.8288442970836156,0.5
0.09604407375803971,-1.1971836569307066,0.5
0.0980449919613322,-1.1971836569307066,0.5
0.10004591016462469,-0.5924981235342051,0.5
0.10204682836791719,-0.14210894517774486,0.5
0.10404774657120969,-0.42223749363869434,0.5
0.10604866477450217,-0.5643335846689546,0.5
0.10804958297779467,-0.5843427667018797,0.5
0.11005050118108717,-0.8517022360812199,0.5
