Time_s,Voltage_mV
0.0,1.656438017064381
0.002001054671379777,1.6342087427855911
0.004002109342759554,1.6480605698542754
0.00600316401413933,1.743201623775332
0.008004218685519107,1.779847586790855
0.010005273356898884,1.779847586790855
0.01200632802827866,1.779847586790855
0.014007382699658438,1.779847586790855
0.016008437371038214,1.779847586790855
0.01800949204241799,1.779847586790855
0.020010546713797768,1.779847586790855
0.022011601385177545,1.779847586790855
0.02401265605655732,1.765712694520344
0.0260137107279371,1.672650933733358
0.028014765399316875,1.6290016090443888
0.030015820070696652,1.6435219739797187
0.03201687474207643,1.6469093988145638
0.0340179294134562,1.6469093988145638
0.03601898408483598,1.6469093988145638
0.03802003875621576,1.6469093988145638
0.040021093427595536,1.6469093988145638
0.04202214809897531,1.6469093988145638
0.04402320277035509,1.6469093988145638
0.04602425744173487,1.6469093988145638
0.04802531211311464,1.6469093988145638
0.05002636678449442,1.6469093988145638
0.0520274214558742,1.6377964784531727
0.05402847612725398,1.6228862761654503
0.05602953079863375,1.6353690785354809
0.058030585470013524,1.6469093988145638
0.060031640141393304,1.6469093988145638
0.062032694812773084,1.6469093988145638
0.06403374948415286,1.6469093988145638
0.06603480415553263,1.6469093988145638
0.0680358588269124,1.6469093988145638
0.07003691349829219,1.6469093988145638
0.07203796816967196,1.6469093988145638
0.07403902284105174,1.6469093988145638
0.07604007751243153,1.6469093988145638
0.0780411321838113,1.645858429576457
0.08004218685519107,1.6309482272887346
0.08204324152657085,1.6273071274121966
0.08404429619795062,1.642217329699919
0.0860453508693304,1.6469093988145638
0.08804640554071018,1.6469093988145638
0.09004746021208995,1.6469093988145638
0.09204851488346974,1.6469093988145638
0.09404956955484951,1.6469093988145638
0.09605062422622929,1.6469093988145638
0.09805167889760906,1.6469093988145638
0.10005273356898883,1.6469093988145638
0.10205378824036862,1.643710502917653
0.1040548429117484,1.6293252839456562
0.10605589758312817,1.637150046231627
0.10805695225450795,1.6646873584066446
0.11005800692588773,1.6690488749582415
0.1120590615972675,1.6784016678185545
0.11406011626864727,1.7439362083062422
